title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Shaun White Skateboarding,X360,Sports,Ubisoft,Ubisoft Montreal,6.1,0.16,0.1,,0.05,0.01,2010-10-24
The BIGS,PS3,Sports,2K Sports,Blue Castle Games,,0.16,0.15,,,0.01,2007-06-25
Pro Yakyuu Spirits 3,PS2,Sports,Konami,PawaPuro Production,,0.16,,0.16,,,2006-04-06
International Superstar Soccer Deluxe,SNES,Sports,Konami,Konami,,0.16,,0.16,,0,1995-11-01
Rapala Pro Fishing,XB,Sports,Activision,FUN Labs,,0.16,0.12,,0.03,0.01,2004-08-31
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,Sports,Konami,Diamond Head,,0.16,,0.16,,0,1997-03-20
Imagine: Music Fest,DS,Simulation,Ubisoft,Handheld Games,,0.16,0.14,,,0.01,2009-05-12
Take A Break's: Puzzle Master,DS,Puzzle,Ubisoft,Ubisoft,,0.16,,,0.15,0.01,2009-11-13
Bendy and the Ink Machine,XOne,Puzzle,Rooster Teeth Games,TheMeatly Games,,0.16,0.14,,,0.02,2018-11-20
Bomberman Land Touch! 2,DS,Puzzle,Hudson Entertainment,Hudson Soft,,0.16,0.13,0.01,0,0.01,2008-01-29
Hamster Heroes,Wii,Puzzle,Unknown,Data Design Interactive,,0.16,0.16,,,,2020-12-31
Puzzle Quest: Galactrix,DS,Puzzle,D3 Publisher,Infinite Interactive,,0.16,0.15,,0,0.01,2009-02-24
Angry Birds: Star Wars,XOne,Puzzle,Activision,Exient Entertainment,,0.16,0.11,,0.04,0.02,2013-11-22
Marble Saga: Kororinpa,Wii,Puzzle,Konami,Hudson Soft,7.4,0.16,0.09,0,0.05,0.01,2009-03-17
Around The World in 80 Days,DS,Puzzle,PlayV,PlayV,,0.16,,,0.14,0.02,2010-03-05
Thrillville: Off the Rails,X360,Strategy,LucasArts,Frontier Developments,,0.16,0.13,,0.02,0.01,2007-10-09
Yu-Gi-Oh! 5D's Tag Force 6,PSP,Strategy,Konami,Konami,,0.16,,0.16,,,2011-09-22
Mr. Driller 2,GBA,Puzzle,Namco,Namco,,0.16,0,0.15,0,0,2005-04-10
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,Strategy,Namco Bandai,Bandai Namco Games,,0.16,,0.16,,,2008-02-07
Zapper: One Wicked Cricket!,PS2,Platform,Infogrames,Blitz Games,5.7,0.16,0.08,,0.06,0.02,2002-11-03
Little Nightmares,XOne,Platform,Namco Bandai Games,Tarsier Studios,,0.16,0.12,,0.03,0.02,2017-04-28
The King of Fighters XII,PS3,Fighting,Ignition Entertainment,SNK Playmore Corporation,6,0.16,0.11,0.03,0.01,0.01,2009-07-28
Namco Classic Fighter Collection,PS2,Fighting,Namco Bandai,Namco Bandai Games,,0.16,0.08,,0.06,0.02,2008-09-19
Dr. Muto,PS2,Platform,Midway Games,Midway,,0.16,0.08,,0.06,0.02,2002-11-19
Dewy's Adventure,Wii,Platform,Konami,Konami,,0.16,0.14,0.01,0,0.01,2007-09-25
Flushed Away,GC,Platform,D3 Publisher,Monkey Bar Games,,0.16,0.12,,0.03,0,2006-10-24
Klonoa,Wii,Platform,Namco Bandai,Paon Corporation,7.6,0.16,0.1,0.03,0.02,0.01,2009-05-05
Robotech: Battlecry,GC,Shooter,TDK Mediactive,Vicious Cycle,7.2,0.16,0.13,,0.03,0,2002-10-11
Asteroids Hyper 64,N64,Shooter,Crave Entertainment,Syrox Developments,5.6,0.16,0.13,,0.03,0,1999-12-14
Space Invaders,N64,Shooter,Activision,"Z-Axis, Ltd.",,0.16,0.13,,0.03,0,1999-11-30
Transformer: Rise of the Dark Spark,X360,Shooter,Activision,Edge of Reality,,0.16,0.09,,0.06,0.01,2014-06-24
Trigger Man,PS2,Shooter,Crave Entertainment,Point of View,,0.16,0.08,,0.06,0.02,2004-10-05
Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,Action,Buena Vista,WayForward Technologies,,0.16,0.15,,,0.01,2006-10-12
Tak and the Guardians of Gross,Wii,Action,THQ,Blitz Games,,0.16,0.14,,0,0.01,2008-10-13
The Wild Thornberrys: Chimp Chase,GBA,Action,THQ,Helixe,,0.16,0.11,,0.04,0,2001-10-05
Buck Bumble,N64,Action,Ubisoft,Argonaut Games,6.8,0.16,0.13,,0.03,0,1998-09-30
The Powerpuff Girls: Chemical X-Traction,N64,Action,BAM! Entertainment,VIS Entertainment,,0.16,0.13,,0.03,0,2001-10-14
Finding Nemo: Escape to the Big Blue,DS,Action,THQ,Altron,,0.16,0.12,,0.03,0.01,2006-02-09
Spyro: Shadow Legacy,DS,Action,Vivendi Games,Amaze Entertainment,,0.16,0.14,,0.01,0.01,2005-10-18
Rudolph the Red-Nosed Reindeer,DS,Action,Crave Entertainment,Glyphic Entertainment,,0.16,0.15,,,0.01,2010-10-26
Dynasty Warriors 4,XB,Action,KOEI,Omega Force,,0.16,0.12,,0.03,0.01,2003-09-05
Rudolph the Red-Nosed Reindeer,Wii,Action,Crave Entertainment,High Voltage Software,,0.16,0.15,,,0.01,2010-10-26
The Incredibles: Rise of the Underminer,GC,Action,THQ,Heavy Iron Studios,6.7,0.16,0.12,,0.03,0,2005-11-01
Tak: Mojo Mistake,DS,Action,THQ,THQ,,0.16,0.15,,,0.01,2008-10-13
Bakugan Battle Brawlers: Defenders of the Core,Wii,Action,Activision,Now Production,,0.16,0.14,,0,0.01,2010-11-02
Robots,GC,Action,VU Games,Eurocom Entertainment Software,,0.16,0.12,,0.03,0,2005-02-24
Watchmen: The End is Nigh - The Complete Experience,PS3,Action,Warner Bros. Interactive,Deadline Games,,0.16,0.08,,0.06,0.02,2009-07-21
Jurassic Park: The Game,X360,Action,Telltale Games,Telltale Games,,0.16,0.15,,,0.01,2011-11-15
El Shaddai: Ascension of the Metatron,X360,Action,Ignition Entertainment,Ignition Entertainment,8,0.16,0.07,0.03,0.05,0.01,2011-08-16
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,Action,Activision,Shaba Games,7.7,0.16,0.12,,0.02,0.02,2008-10-21
Battlezone,PS4,Action,Sony Interactive Entertainment,Rebellion Developments,,0.16,0.09,,0.04,0.03,2016-10-13
SD Gundam G Generation 3D,3DS,Action,Namco Bandai,Unknown,,0.16,,0.16,,,2011-12-22
Beowulf: The Game,PS3,Action,Ubisoft,Ubisoft,,0.16,0.14,,0.01,0.01,2007-11-13
Warriors Orochi 3,X360,Action,Tecmo Koei,Omega Force,,0.16,0.09,0.03,0.03,0.01,2012-03-27
Fatal Frame II: Crimson Butterfly,PS2,Action,Tecmo,Tecmo,7.8,0.16,0.08,,0.06,0.02,2003-12-10
Deadly Premonition: The Director's Cut,PS3,Action,Rising Star Games,Access Games,,0.16,0.08,0,0.05,0.03,2013-04-30
Scarface: Money. Power. Respect.,PSP,Strategy,Sierra Entertainment,Radical Entertainment,6.4,0.16,0.15,,0,0.01,2006-10-08
Field Commander,PSP,Strategy,Sony Online Entertainment,Sony Online Entertainment,7.7,0.16,0.14,,0,0.01,2006-05-23
Yu-Gi-Oh! 5D's: Duel Transer,Wii,Strategy,Konami,Konami,,0.16,0.11,0.02,0.02,0.01,2010-12-07
San Goku Shi Taisen DS,DS,Strategy,Sega,Sega,,0.16,,0.16,,,2007-01-25
Magic: The Gathering - Battlegrounds,XB,Strategy,Atari,Secret Level,,0.16,0.12,,0.03,0.01,2003-11-18
Midway Arcade Treasures 2,GC,Misc,Midway Games,Backbone Entertainment,7.2,0.16,0.13,,0.03,0,2004-10-11
Dancing with the Stars,PS2,Misc,Activision,Zoe Mode,,0.16,0.08,,0.06,0.02,2007-10-23
Rio,DS,Misc,THQ,TBA,,0.16,0.12,,0.03,0.01,2011-04-12
Sid Meier's Pirates!,Wii,Strategy,2K Games,Firaxis Games,6.5,0.16,0.13,,0.02,0.01,2010-10-05
Our House,DS,Strategy,Majesco,Majesco,,0.16,0.15,,,0.01,2009-09-22
Starcraft 64,N64,Strategy,Nintendo,Mass Media,8,0.16,0.13,,0.03,0,2000-06-13
Trivial Pursuit: Bet You Know It,Wii,Misc,Electronic Arts,EA Salt Lake,,0.16,0.1,,0.04,0.02,2011-11-01
Family Game Night 4: The Game Show,Wii,Misc,Electronic Arts,Electronic Arts,,0.16,0.12,,0.03,0.01,2011-11-01
Bomberman Land,PS,Misc,Hudson Soft,Hudson Soft,,0.16,,0.15,,0.01,2000-12-21
James Noir's Hollywood Crimes,3DS,Adventure,Ubisoft,Ubisoft,7,0.16,0.07,,0.07,0.01,2011-11-01
Time Hollow,DS,Adventure,Konami,Tenky,,0.16,0.03,0.11,0.01,0,2008-09-23
Sherlock Holmes vs. Jack the Ripper,X360,Adventure,DreamCatcher Interactive,Frogwares,,0.16,0.11,,0.04,0.01,2010-04-20
Monster House,DS,Adventure,THQ,Artificial Mind and Movement,,0.16,0.14,,0.01,0.01,2006-07-18
LEGO The Hobbit,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,0.16,0.02,,0.1,0.03,2014-04-08
The Amazing Spider-Man (2012),Wii,Action-Adventure,Activision,Beenox,,0.16,0.1,,0.04,0.01,2012-06-26
Metal Gear Solid V: The Phantom Pain,X360,Action-Adventure,Konami Digital Entertainment,Kojima Productions,,0.16,0.1,,0.05,0.01,2015-09-01
Shadow Man: 2econd Coming,PS2,Adventure,Acclaim Entertainment,Acclaim Studios Teesside,,0.16,0.08,,0.06,0.02,2002-03-02
Alone in the Dark: The New Nightmare,PS,Adventure,Infogrames,Darkworks,7.2,0.16,0.09,,0.06,0.01,2001-06-18
Ghost in the Shell: Stand Alone Complex,PS2,Adventure,Bandai,Cavia Inc.,6.6,0.16,0.08,,0.06,0.02,2004-11-08
Eve: The Lost One,SAT,Adventure,Imagineer,C's Ware,,0.16,,0.16,,,1998-03-12
The Walking Dead: Season One,XOne,Adventure,Telltale Games,Telltale Games,,0.16,0.08,,0.06,0.01,2014-10-14
Gravity Rush Remastered,PS4,Action-Adventure,Sony Computer Entertainment,Bluepoint Games,7.9,0.16,0.02,0.05,0.06,0.02,2016-02-02
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,Action-Adventure,D3Publisher,Way Forward,,0.16,0.1,,0.04,0.01,2013-11-19
Legends of Chima: Laval's Journey,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,0.16,0.01,,0.11,0.04,2013-06-25
Naruto Powerful Shippuden,3DS,Action-Adventure,Namco Bandai Games,Namco Bandai Games,8,0.16,0.08,0.04,0.02,0.01,2013-03-05
Darksiders II,WiiU,Action-Adventure,THQ,Vigil Games,8.2,0.16,0.07,,0.07,0.01,2012-11-18
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action-Adventure,Konami Digital Entertainment,Mercury Steam,7.2,0.16,0.04,0.03,0.08,0.01,2013-03-05
Dead Rising 4: Frank's Big Package,PS4,Action-Adventure,Capcom,Capcom,,0.16,0.08,,0.05,0.03,2017-12-05
Just Cause 3,PC,Action-Adventure,Square Enix,Avalanche Studios,7.6,0.16,0.03,,0.12,0.01,2015-12-01
Pac-Man Championship Edition 2 + Arcade Game Series,XOne,Action,Namco Bandai Games,Namco Bandai Games,,0.16,0.15,,,0.02,2016-11-01
Akiba's Trip: Undead & Undressed,PSV,Action,Xseed Games,Acquire,,0.16,0.04,0.08,0.02,0.02,2014-08-12
Splatterhouse,PS3,Action,Namco Bandai,BottleRocket,,0.16,0.13,,0.02,0.02,2010-11-23
Clash of the Titans: The Videogame,X360,Action,Namco Bandai,Game Republic,3.8,0.16,0.08,0,0.06,0.02,2010-07-27
Bakugan Battle Brawlers: Defenders of the Core,PSP,Action,Activision,Now Production,,0.16,0.09,,0.04,0.03,2010-11-02
Curious George,GBA,Action,Namco,Torus Games,6.6,0.16,0.12,,0.04,0,2006-02-01
Tom and Jerry: Infurnal Escape,GBA,Action,NewKidCo,Cinegroupe,,0.16,0.12,,0.04,0,2003-03-14
Sengoku Basara: Chronicle Heroes,PSP,Action,Capcom,Access Games,,0.16,,0.16,,,2011-07-21
Berserk and the Band of the Hawk,PS4,Action,Tecmo Koei,Omega Force,,0.16,0.07,0.05,0.02,0.02,2017-02-21
The Incredible Hulk: The Pantheon Saga,PS,Action,Eidos Interactive,Attention To Detail,,0.16,0.09,,0.06,0.01,1997-02-28
Senran Kagura: Shoujotachi no Shinei,3DS,Action,Marvelous Interactive,Marvelous Interactive,,0.16,,0.16,,,2011-09-22
He-Man: Power of Grayskull,GBA,Action,TDK Mediactive,Taniko,,0.16,0.11,,0.04,0,2002-10-29
